loan,duration,poutcome,job,y
no,78,unknown,management,no
yes,176,unknown,services,no
no,161,success,management,no
no,231,unknown,housemaid,no
no,41,unknown,blue-collar,no
no,1435,failure,management,no
yes,464,unknown,blue-collar,no
no,110,unknown,housemaid,no
no,167,unknown,self-employed,no
no,151,unknown,admin.,no
no,106,unknown,technician,no
no,154,unknown,management,no
yes,337,unknown,admin.,no
no,91,failure,blue-collar,no
no,165,unknown,blue-collar,no
no,500,unknown,services,no
yes,70,unknown,management,no
yes,220,unknown,entrepreneur,no
no,633,other,management,no
no,152,unknown,services,no
no,98,unknown,admin.,no
no,276,unknown,management,no
no,64,unknown,management,no
no,9,unknown,management,no
no,287,unknown,blue-collar,no
no,36,other,management,no
no,113,unknown,unemployed,no
yes,408,unknown,management,no
no,318,unknown,blue-collar,no
no,81,failure,management,no
yes,431,unknown,admin.,no
no,95,unknown,entrepreneur,no
no,443,unknown,admin.,no
no,339,unknown,admin.,no
no,449,unknown,management,no
no,304,failure,admin.,no
no,112,unknown,management,no
yes,220,unknown,blue-collar,no
no,154,unknown,technician,no
no,96,unknown,technician,no
no,644,unknown,technician,no
no,67,unknown,retired,no
yes,362,unknown,blue-collar,no
yes,65,unknown,blue-collar,no
no,324,unknown,technician,no
no,546,unknown,admin.,no
no,514,unknown,management,no
no,238,unknown,admin.,no
no,79,unknown,blue-collar,no
no,55,unknown,blue-collar,no
yes,108,failure,admin.,no
no,296,unknown,blue-collar,no
no,130,unknown,housemaid,no
no,146,unknown,retired,no
no,56,unknown,unemployed,no
no,63,unknown,technician,no
no,12,failure,technician,no
no,218,unknown,blue-collar,no
no,144,unknown,self-employed,no
no,89,unknown,management,no
no,139,unknown,management,no
no,153,unknown,blue-collar,no
no,595,unknown,blue-collar,no
no,79,unknown,blue-collar,no
no,93,failure,technician,no
no,257,other,blue-collar,no
no,147,unknown,blue-collar,no
no,76,unknown,blue-collar,no
no,84,unknown,self-employed,no
yes,122,failure,admin.,no
no,62,failure,management,no
no,132,unknown,management,no
no,426,failure,blue-collar,no
no,278,unknown,management,no
no,317,unknown,blue-collar,no
no,259,unknown,services,no
yes,213,unknown,management,no
no,349,unknown,blue-collar,no
no,480,unknown,admin.,no
no,51,unknown,technician,no
no,747,unknown,blue-collar,no
yes,313,unknown,technician,no
yes,270,unknown,admin.,no
no,544,failure,management,no
yes,301,unknown,management,no
no,182,unknown,management,no
yes,867,unknown,blue-collar,no
yes,300,failure,management,no
no,248,unknown,admin.,no
no,14,other,technician,no
no,231,unknown,blue-collar,no
no,305,other,admin.,no
no,106,failure,management,no
no,1472,other,management,no
yes,108,unknown,technician,no
no,168,unknown,retired,no
no,75,unknown,management,no
no,160,unknown,management,no
no,44,unknown,blue-collar,no
no,98,unknown,blue-collar,no
yes,67,failure,admin.,no
no,202,unknown,admin.,no
no,54,unknown,technician,no
no,132,unknown,management,no
yes,289,unknown,services,no
no,233,unknown,blue-collar,no
no,74,unknown,management,no
yes,207,unknown,services,no
no,562,unknown,technician,no
yes,130,unknown,technician,no
no,425,unknown,blue-collar,no
no,151,unknown,technician,no
no,778,success,technician,no
no,226,unknown,blue-collar,no
yes,291,unknown,management,no
no,84,other,technician,no
no,317,unknown,services,no
no,122,unknown,unemployed,no
no,89,failure,services,no
no,135,unknown,unknown,no
no,246,unknown,admin.,no
no,149,unknown,admin.,no
no,213,success,technician,no
no,37,unknown,self-employed,no
no,150,unknown,blue-collar,no
no,62,unknown,blue-collar,no
no,103,unknown,management,no
yes,182,unknown,blue-collar,no
no,333,unknown,entrepreneur,no
no,132,unknown,admin.,no
no,133,unknown,housemaid,no
yes,98,unknown,blue-collar,no
no,91,unknown,management,no
yes,136,unknown,services,no
no,274,unknown,management,no
no,253,unknown,admin.,no
no,59,unknown,technician,no
no,107,unknown,retired,no
no,174,unknown,technician,no
no,97,unknown,management,no
yes,240,unknown,blue-collar,no
no,110,unknown,management,no
no,126,unknown,technician,no
no,291,unknown,student,no
no,88,unknown,services,no
no,210,unknown,technician,no
no,286,unknown,unemployed,no
no,536,unknown,admin.,no
yes,185,unknown,technician,no
no,186,unknown,technician,no
no,37,unknown,blue-collar,no
no,87,unknown,services,no
no,878,unknown,retired,no
no,23,unknown,management,no
no,165,unknown,blue-collar,no
no,220,unknown,admin.,no
no,1113,unknown,technician,no
no,165,unknown,entrepreneur,no
no,288,unknown,admin.,no
no,220,unknown,services,no
no,84,unknown,technician,no
yes,155,unknown,management,no
yes,1426,failure,blue-collar,no
no,208,failure,admin.,no
yes,16,other,services,no
no,96,unknown,management,no
no,147,unknown,self-employed,no
no,1151,unknown,housemaid,no
no,77,failure,blue-collar,no
no,121,unknown,services,no
yes,339,unknown,technician,no
no,180,unknown,management,no
yes,295,unknown,housemaid,no
no,110,unknown,technician,no
yes,162,failure,blue-collar,no
no,111,unknown,blue-collar,no
yes,553,unknown,admin.,no
no,166,unknown,unemployed,no
no,143,unknown,management,no
no,16,unknown,technician,no
no,170,unknown,blue-collar,no
no,489,unknown,technician,no
no,286,unknown,technician,no
no,220,unknown,blue-collar,no
no,65,failure,self-employed,no
no,99,unknown,self-employed,no
no,78,unknown,management,no
no,117,unknown,unemployed,no
no,149,unknown,blue-collar,no
no,37,unknown,technician,no
no,298,unknown,unknown,no
yes,46,unknown,admin.,no
no,192,failure,self-employed,no
no,60,unknown,technician,no
yes,50,unknown,admin.,no
no,535,unknown,blue-collar,no
no,370,failure,blue-collar,no
no,151,unknown,technician,no
yes,134,failure,management,no
no,215,unknown,blue-collar,no
no,117,unknown,blue-collar,no
no,142,unknown,blue-collar,no
no,100,unknown,technician,no
yes,93,unknown,management,no
no,303,unknown,blue-collar,no
no,570,unknown,blue-collar,no
no,191,unknown,technician,no
no,440,unknown,management,no
no,358,unknown,management,no
no,31,unknown,retired,no
no,193,unknown,management,no
yes,238,unknown,blue-collar,no
yes,665,unknown,blue-collar,no
yes,181,unknown,blue-collar,no
no,826,unknown,technician,no
no,184,unknown,technician,no
no,175,unknown,blue-collar,no
no,122,unknown,technician,no
no,185,unknown,blue-collar,no
no,118,failure,services,no
no,105,unknown,self-employed,no
no,190,unknown,management,no
no,87,unknown,management,no
no,295,unknown,management,no
no,12,unknown,management,no
no,125,unknown,admin.,no
no,473,unknown,services,no
no,184,unknown,admin.,no
yes,54,unknown,technician,no
no,319,unknown,services,no
no,153,unknown,technician,no
no,119,unknown,unknown,no
yes,241,unknown,blue-collar,no
yes,161,unknown,technician,no
no,109,unknown,services,no
no,160,unknown,admin.,no
no,281,failure,student,no
no,22,failure,technician,no
no,30,unknown,housemaid,no
no,461,unknown,technician,no
no,148,unknown,housemaid,no
no,135,unknown,technician,no
no,48,unknown,blue-collar,no
no,63,unknown,technician,no
no,386,unknown,management,no
yes,23,other,technician,no
no,65,unknown,admin.,no
no,41,unknown,blue-collar,no
no,234,unknown,technician,no
no,109,failure,technician,no
yes,76,unknown,management,no
no,869,unknown,management,no
no,83,unknown,blue-collar,no
yes,92,unknown,technician,no
yes,153,failure,blue-collar,no
no,48,failure,management,no
yes,315,unknown,blue-collar,no
yes,91,unknown,self-employed,no
no,310,unknown,blue-collar,no
yes,374,unknown,unemployed,no
no,67,unknown,management,no
no,273,unknown,admin.,no
yes,449,unknown,blue-collar,no
no,197,unknown,self-employed,no
no,106,failure,management,no
no,885,unknown,blue-collar,no
no,454,unknown,technician,no
no,466,unknown,blue-collar,no
no,81,unknown,services,no
no,32,unknown,blue-collar,no
no,82,unknown,management,no
no,861,other,retired,no
no,42,unknown,blue-collar,no
no,239,failure,blue-collar,no
no,4,unknown,management,no
no,73,failure,blue-collar,no
yes,83,unknown,admin.,no
yes,183,unknown,management,no
yes,15,unknown,management,no
yes,1213,unknown,technician,no
no,137,unknown,management,no
no,66,unknown,technician,no
no,138,unknown,management,no
yes,351,unknown,services,no
no,327,unknown,services,no
yes,85,unknown,blue-collar,no
no,233,unknown,services,no
yes,155,failure,technician,no
yes,7,unknown,management,no
no,194,unknown,blue-collar,no
no,254,unknown,unemployed,no
yes,171,unknown,admin.,no
yes,145,unknown,technician,no
no,228,unknown,blue-collar,no
no,360,unknown,self-employed,no
no,310,unknown,student,no
no,376,unknown,entrepreneur,no
no,118,unknown,management,no
yes,89,unknown,technician,no
no,485,unknown,management,no
no,96,unknown,technician,no
no,436,failure,technician,no
yes,65,unknown,blue-collar,no
yes,104,unknown,management,no
no,59,unknown,technician,no
no,171,unknown,retired,no
no,204,other,technician,no
no,32,unknown,technician,no
no,107,unknown,self-employed,no
no,64,unknown,services,no
no,157,unknown,management,no
no,102,unknown,blue-collar,no
yes,154,failure,self-employed,no
yes,109,unknown,management,no
no,188,failure,blue-collar,no
no,361,unknown,blue-collar,no
yes,609,unknown,entrepreneur,no
no,159,unknown,blue-collar,no
no,196,unknown,housemaid,no
no,651,unknown,management,no
no,92,unknown,management,no
no,72,unknown,blue-collar,no
no,176,unknown,blue-collar,no
no,180,other,management,no
no,87,unknown,management,no
no,101,unknown,management,no
no,72,unknown,management,no
no,128,unknown,housemaid,no
no,475,unknown,technician,no
yes,187,unknown,technician,no
no,85,unknown,technician,no
no,250,unknown,technician,no
no,219,unknown,admin.,no
no,228,failure,blue-collar,no
no,76,unknown,blue-collar,no
no,243,unknown,entrepreneur,no
yes,163,unknown,management,no
no,248,success,technician,no
yes,235,unknown,blue-collar,no
yes,263,unknown,blue-collar,no
no,432,unknown,self-employed,no
no,382,other,blue-collar,no
no,228,unknown,technician,no
no,227,failure,management,no
no,175,unknown,admin.,no
yes,10,unknown,technician,no
no,86,unknown,blue-collar,no
no,64,unknown,technician,no
no,47,unknown,housemaid,no
yes,85,unknown,unemployed,no
no,127,unknown,technician,no
no,281,unknown,blue-collar,no
no,99,failure,admin.,no
no,44,unknown,technician,no
no,546,failure,blue-collar,no
no,734,unknown,blue-collar,no
no,160,failure,blue-collar,no
no,1018,unknown,technician,no
no,198,unknown,technician,no
no,528,failure,student,no
no,755,unknown,technician,no
no,74,unknown,admin.,no
no,255,unknown,admin.,no
no,159,unknown,admin.,no
no,174,failure,admin.,no
yes,64,failure,technician,no
no,95,unknown,technician,no
no,247,unknown,management,no
no,40,unknown,blue-collar,no
no,72,unknown,services,no
no,412,unknown,blue-collar,no
no,20,unknown,technician,no
no,147,unknown,admin.,no
yes,88,other,entrepreneur,no
no,70,unknown,unemployed,no
no,214,failure,services,no
no,5,success,admin.,no
no,18,unknown,self-employed,no
no,148,unknown,technician,no
yes,125,unknown,management,no
no,147,failure,student,no
no,206,unknown,management,no
no,656,unknown,technician,no
yes,69,unknown,housemaid,no
no,297,unknown,student,no
no,153,unknown,management,no
no,56,unknown,retired,no
no,205,unknown,admin.,no
yes,174,unknown,management,no
no,254,unknown,management,no
yes,236,unknown,entrepreneur,no
no,569,unknown,blue-collar,no
no,120,unknown,blue-collar,no
no,493,unknown,admin.,no
no,786,unknown,retired,no
yes,118,unknown,blue-collar,no
no,89,unknown,self-employed,no
no,472,failure,management,no
yes,292,unknown,self-employed,no
no,152,unknown,management,no
no,354,unknown,blue-collar,no
no,145,unknown,admin.,no
yes,157,unknown,blue-collar,no
no,699,unknown,blue-collar,no
no,23,failure,services,no
no,194,unknown,blue-collar,no
no,445,unknown,retired,no
no,1169,unknown,management,no
yes,124,unknown,entrepreneur,no
no,112,unknown,entrepreneur,no
no,128,failure,management,no
no,472,unknown,admin.,no
no,98,failure,housemaid,no
yes,231,unknown,blue-collar,no
yes,95,unknown,services,no
no,150,unknown,admin.,no
no,680,unknown,blue-collar,no
yes,490,unknown,services,no
yes,222,unknown,blue-collar,no
no,248,unknown,technician,no
no,561,failure,admin.,no
no,609,failure,management,no
no,231,unknown,admin.,no
no,31,unknown,admin.,no
no,350,failure,blue-collar,no
no,71,unknown,technician,no
no,55,unknown,technician,no
no,45,unknown,blue-collar,no
no,435,unknown,blue-collar,no
no,171,failure,admin.,no
yes,213,unknown,technician,no
no,85,failure,student,no
no,318,unknown,retired,no
yes,156,unknown,management,no
no,74,unknown,blue-collar,no
no,101,failure,management,no
no,17,unknown,admin.,no
no,183,unknown,management,no
yes,63,unknown,entrepreneur,no
no,18,unknown,blue-collar,no
no,153,unknown,blue-collar,no
no,211,unknown,technician,no
no,136,unknown,services,no
yes,142,failure,services,no
no,504,unknown,management,no
no,346,success,housemaid,no
no,12,failure,services,no
no,21,unknown,services,no
yes,178,unknown,retired,no
yes,160,unknown,technician,no
no,225,unknown,blue-collar,no
no,129,unknown,blue-collar,no
yes,100,failure,management,no
yes,166,unknown,management,no
no,579,unknown,admin.,no
yes,691,unknown,blue-collar,no
no,396,failure,retired,no
no,923,unknown,housemaid,no
no,206,unknown,blue-collar,no
no,203,unknown,retired,no
yes,111,unknown,services,no
no,22,failure,management,no
no,408,unknown,blue-collar,no
no,165,unknown,blue-collar,no
no,284,unknown,blue-collar,no
no,208,failure,technician,no
no,431,failure,blue-collar,no
no,168,unknown,unemployed,no
no,319,unknown,services,no
no,253,unknown,self-employed,no
no,89,other,technician,no
yes,192,unknown,services,no
no,160,unknown,blue-collar,no
no,465,failure,blue-collar,no
yes,251,unknown,blue-collar,no
yes,19,unknown,technician,no
no,148,unknown,admin.,no
no,123,failure,technician,no
yes,237,unknown,admin.,no
no,136,unknown,technician,no
no,34,unknown,self-employed,no
yes,324,unknown,blue-collar,no
no,144,unknown,entrepreneur,no
yes,312,unknown,management,no
no,54,unknown,services,no
yes,471,unknown,blue-collar,no
no,136,unknown,blue-collar,no
no,169,unknown,blue-collar,no
no,34,unknown,blue-collar,no
no,211,unknown,blue-collar,no
no,321,unknown,management,no
no,277,unknown,retired,no
no,652,unknown,blue-collar,no
no,297,unknown,self-employed,no
no,313,unknown,self-employed,no
no,154,unknown,blue-collar,no
no,53,unknown,services,no
no,433,unknown,management,no
no,117,unknown,self-employed,no
no,59,unknown,admin.,no
no,231,unknown,technician,no
no,115,unknown,blue-collar,no
no,203,unknown,services,no
no,20,unknown,blue-collar,no
no,107,unknown,technician,no
no,601,unknown,blue-collar,no
no,226,unknown,blue-collar,no
no,201,unknown,retired,no
no,371,unknown,management,no
yes,381,unknown,blue-collar,no
no,173,unknown,technician,no
no,168,unknown,services,no
yes,218,unknown,admin.,no
yes,188,unknown,technician,no
no,51,unknown,technician,no
no,268,failure,management,no
no,120,failure,technician,no
yes,46,unknown,technician,no
no,121,unknown,management,no
no,367,unknown,technician,no
no,186,unknown,admin.,no
no,665,unknown,technician,no
no,85,unknown,technician,no
no,40,unknown,unemployed,no
no,100,unknown,self-employed,no
no,115,failure,technician,no
yes,132,unknown,admin.,no
no,108,unknown,blue-collar,no
yes,83,unknown,housemaid,no
no,992,other,technician,no
yes,187,unknown,services,no
no,171,unknown,services,no
no,21,unknown,technician,no
no,11,unknown,services,no
yes,122,unknown,blue-collar,no
no,569,unknown,management,no
no,215,unknown,admin.,no
no,83,unknown,technician,no
no,83,unknown,admin.,no
yes,303,unknown,self-employed,no
no,164,failure,retired,no
no,177,unknown,management,no
no,214,unknown,technician,no
no,232,failure,technician,no
no,338,unknown,blue-collar,no
no,254,unknown,services,no
no,103,unknown,technician,no
no,305,unknown,blue-collar,no
yes,175,unknown,blue-collar,no
no,103,unknown,housemaid,no
no,285,unknown,management,no
no,135,unknown,management,no
no,125,unknown,management,no
no,45,unknown,admin.,no
yes,127,other,blue-collar,no
no,311,failure,management,no
yes,87,unknown,services,no
yes,310,unknown,management,no
no,243,unknown,services,no
no,48,unknown,technician,no
no,89,unknown,management,no
no,29,unknown,blue-collar,no
no,175,unknown,technician,no
no,129,success,admin.,no
no,136,unknown,blue-collar,no
no,1187,success,blue-collar,no
yes,77,unknown,management,no
no,78,unknown,admin.,no
no,137,unknown,blue-collar,no
no,245,unknown,student,no
no,853,unknown,self-employed,no
no,15,unknown,management,no
no,370,unknown,blue-collar,no
no,40,failure,management,no
yes,161,unknown,blue-collar,no
no,209,unknown,blue-collar,no
no,125,unknown,admin.,no
no,144,unknown,services,no
no,163,unknown,housemaid,no
yes,195,unknown,technician,no
no,283,failure,unemployed,no
no,423,failure,blue-collar,no
no,203,unknown,services,no
no,346,unknown,admin.,no
no,431,success,technician,no
yes,66,other,self-employed,no
no,112,unknown,retired,no
no,172,unknown,housemaid,no
no,454,failure,services,no
yes,309,unknown,blue-collar,no
no,340,unknown,services,no
yes,157,unknown,admin.,no
no,257,unknown,blue-collar,no
no,666,failure,blue-collar,no
no,11,unknown,blue-collar,no
yes,457,unknown,management,no
no,150,failure,services,no
no,414,failure,technician,no
no,109,success,retired,no
no,105,unknown,blue-collar,no
no,354,unknown,admin.,no
yes,110,unknown,retired,no
no,622,success,technician,no
no,184,unknown,management,no
no,247,unknown,technician,no
no,288,unknown,retired,no
no,246,unknown,self-employed,no
no,84,unknown,blue-collar,no
no,71,unknown,blue-collar,no
no,100,unknown,unemployed,no
yes,104,unknown,blue-collar,no
no,223,failure,services,no
no,58,unknown,management,no
no,234,unknown,technician,no
no,107,unknown,blue-collar,no
no,136,unknown,unemployed,no
no,178,unknown,services,no
yes,211,unknown,technician,no
no,80,unknown,services,no
yes,121,failure,admin.,no
no,117,unknown,admin.,no
no,73,unknown,blue-collar,no
no,254,unknown,management,no
no,282,unknown,management,no
no,526,unknown,management,no
no,85,unknown,admin.,no
no,187,unknown,self-employed,no
no,394,unknown,technician,no
no,217,unknown,management,no
no,119,unknown,management,no
yes,321,unknown,technician,no
no,70,unknown,blue-collar,no
no,190,unknown,technician,no
no,395,unknown,blue-collar,no
no,156,unknown,services,no
no,250,unknown,management,no
no,278,unknown,management,no
yes,152,unknown,blue-collar,no
no,448,unknown,services,no
no,201,unknown,management,no
no,309,success,housemaid,no
no,204,unknown,retired,no
no,172,unknown,admin.,no
yes,77,unknown,admin.,no
yes,336,unknown,management,no
no,201,unknown,blue-collar,no
no,123,failure,admin.,no
yes,55,unknown,self-employed,no
no,119,unknown,admin.,no
no,17,unknown,management,no
no,219,unknown,blue-collar,no
no,292,unknown,blue-collar,no
no,371,unknown,blue-collar,no
no,172,unknown,admin.,no
no,62,unknown,management,no
no,299,unknown,management,no
no,157,failure,management,no
no,235,failure,retired,no
no,18,unknown,admin.,no
no,100,unknown,unknown,no
no,368,unknown,admin.,no
no,239,unknown,student,no
no,89,other,blue-collar,no
no,77,failure,admin.,no
no,171,unknown,blue-collar,no
no,152,unknown,technician,no
no,226,unknown,blue-collar,no
no,780,unknown,technician,no
no,150,failure,retired,no
no,51,unknown,management,no
no,186,unknown,entrepreneur,no
no,164,unknown,housemaid,no
no,302,unknown,services,no
no,33,unknown,services,no
no,136,unknown,services,no
no,131,unknown,management,no
no,577,unknown,admin.,no
no,149,unknown,management,no
no,742,unknown,blue-collar,no
no,201,failure,blue-collar,no
no,288,unknown,technician,no
no,126,unknown,admin.,no
no,440,unknown,technician,no
yes,206,failure,entrepreneur,no
no,107,unknown,housemaid,no
no,225,failure,technician,no
no,110,unknown,management,no
yes,208,unknown,blue-collar,no
no,336,unknown,technician,no
no,117,unknown,management,no
no,42,unknown,technician,no
no,173,unknown,blue-collar,no
no,133,failure,management,no
no,278,failure,management,no
no,773,unknown,blue-collar,no
no,103,unknown,management,no
no,429,unknown,blue-collar,no
yes,105,failure,technician,no
no,317,unknown,blue-collar,no
no,31,unknown,admin.,no
no,68,unknown,services,no
no,74,unknown,retired,no
no,51,other,admin.,no
no,166,unknown,technician,no
no,279,unknown,admin.,no
no,81,unknown,blue-collar,no
no,141,other,management,no
yes,800,unknown,blue-collar,no
no,77,unknown,management,no
no,65,unknown,blue-collar,no
yes,226,unknown,services,no
no,231,unknown,admin.,no
no,364,unknown,technician,no
yes,114,unknown,blue-collar,no
yes,260,unknown,blue-collar,no
yes,305,unknown,management,no
no,112,unknown,retired,no
no,122,failure,technician,no
yes,19,unknown,blue-collar,no
no,96,success,technician,no
no,72,other,blue-collar,no
no,295,unknown,admin.,no
no,189,unknown,self-employed,no
no,62,unknown,blue-collar,no
no,109,success,management,no
no,58,failure,blue-collar,no
no,148,unknown,admin.,no
no,100,unknown,unemployed,no
no,75,unknown,blue-collar,no
no,136,unknown,technician,no
no,401,unknown,student,no
no,80,failure,management,no
no,119,failure,management,no
no,79,unknown,admin.,no
no,116,unknown,blue-collar,no
no,76,unknown,housemaid,no
yes,188,unknown,blue-collar,no
no,172,unknown,management,no
no,118,failure,admin.,no
no,128,unknown,self-employed,no
no,8,unknown,unknown,no
no,80,failure,admin.,no
yes,10,failure,admin.,no
no,272,unknown,unemployed,no
no,128,unknown,admin.,no
no,406,unknown,blue-collar,no
no,36,unknown,technician,no
yes,379,unknown,technician,no
no,244,unknown,admin.,no
no,50,unknown,management,no
no,1178,unknown,housemaid,no
no,19,unknown,services,no
no,167,unknown,entrepreneur,no
no,262,unknown,management,no
yes,316,unknown,unemployed,no
no,108,unknown,self-employed,no
no,180,unknown,blue-collar,no
no,360,unknown,services,no
yes,328,unknown,blue-collar,no
no,19,unknown,management,no
no,95,unknown,services,no
no,125,unknown,entrepreneur,no
no,237,unknown,admin.,no
no,122,unknown,technician,no
no,101,unknown,management,no
no,497,failure,admin.,no
no,250,unknown,admin.,no
yes,234,failure,blue-collar,no
no,359,unknown,retired,no
no,181,unknown,admin.,no
no,528,unknown,management,no
no,64,unknown,unemployed,no
no,69,unknown,self-employed,no
yes,145,unknown,unemployed,no
no,209,failure,entrepreneur,no
no,127,failure,technician,no
no,105,unknown,technician,no
no,193,unknown,blue-collar,no
no,197,unknown,housemaid,no
no,69,unknown,management,no
yes,225,unknown,management,no
no,90,unknown,admin.,no
no,59,other,admin.,no
no,235,unknown,blue-collar,no
no,215,unknown,admin.,no
no,86,unknown,services,no
no,92,unknown,self-employed,no
no,214,unknown,unemployed,no
no,156,unknown,management,no
no,64,unknown,unemployed,no
no,34,unknown,retired,no
no,214,unknown,technician,no
no,20,unknown,blue-collar,no
no,234,unknown,admin.,no
no,251,other,entrepreneur,no
no,290,unknown,housemaid,no
no,270,unknown,retired,no
no,249,failure,admin.,no
no,14,unknown,housemaid,no
no,102,unknown,self-employed,no
no,264,unknown,self-employed,no
no,180,unknown,technician,no
no,118,unknown,self-employed,no
no,136,unknown,management,no
yes,124,unknown,management,no
no,130,unknown,admin.,no
no,147,unknown,blue-collar,no
yes,117,unknown,blue-collar,no
yes,614,unknown,retired,no
no,166,unknown,retired,no
no,58,unknown,self-employed,no
no,329,unknown,blue-collar,no
no,30,unknown,technician,no
no,99,unknown,blue-collar,no
no,144,unknown,services,no
no,392,unknown,technician,no
no,147,unknown,blue-collar,no
no,190,unknown,technician,no
yes,236,unknown,blue-collar,no
no,197,failure,retired,no
no,311,unknown,technician,no
no,54,failure,management,no
no,131,unknown,blue-collar,no
no,90,unknown,entrepreneur,no
no,315,unknown,services,no
no,230,unknown,housemaid,no
no,66,unknown,technician,no
yes,173,unknown,management,no
no,134,unknown,unemployed,no
no,79,failure,management,no
no,153,unknown,management,no
yes,241,unknown,entrepreneur,no
no,109,other,self-employed,no
no,406,unknown,services,no
yes,168,failure,technician,no
no,134,unknown,blue-collar,no
no,126,unknown,unemployed,no
no,151,unknown,management,no
no,20,unknown,admin.,no
no,334,unknown,unemployed,no
no,77,unknown,retired,no
no,413,unknown,retired,no
no,66,unknown,technician,no
yes,119,unknown,blue-collar,no
no,96,unknown,services,no
no,425,unknown,management,no
yes,612,unknown,services,no
no,219,unknown,management,no
no,19,unknown,unknown,no
no,124,failure,management,no
no,188,unknown,self-employed,no
yes,125,unknown,blue-collar,no
no,199,unknown,blue-collar,no
no,379,unknown,management,no
no,138,unknown,blue-collar,no
yes,283,unknown,technician,no
yes,137,unknown,blue-collar,no
no,165,unknown,technician,no
no,73,unknown,management,no
yes,250,unknown,services,no
no,32,unknown,admin.,no
yes,397,unknown,admin.,no
no,64,unknown,admin.,no
no,662,unknown,self-employed,no
no,90,unknown,services,no
yes,333,failure,technician,no
no,168,failure,technician,no
yes,330,unknown,technician,no
yes,191,unknown,blue-collar,no
yes,152,unknown,technician,no
no,160,unknown,technician,no
no,6,unknown,blue-collar,no
no,113,unknown,technician,no
yes,151,unknown,management,no
yes,184,unknown,services,no
no,877,failure,blue-collar,no
yes,252,unknown,blue-collar,no
no,147,unknown,technician,no
yes,465,unknown,blue-collar,no
no,611,unknown,blue-collar,no
no,10,unknown,blue-collar,no
no,167,failure,blue-collar,no
no,80,unknown,blue-collar,no
no,517,unknown,technician,no
no,186,unknown,services,no
no,139,unknown,admin.,no
yes,469,other,technician,no
no,230,unknown,admin.,no
no,34,unknown,admin.,no
no,247,unknown,unemployed,no
no,136,unknown,retired,no
no,147,unknown,blue-collar,no
no,142,unknown,retired,no
no,232,unknown,blue-collar,no
no,295,unknown,technician,no
no,178,failure,housemaid,no
no,76,unknown,housemaid,no
no,307,unknown,housemaid,no
no,298,unknown,unemployed,no
no,245,unknown,unemployed,no
no,625,unknown,blue-collar,no
yes,73,failure,blue-collar,no
no,92,unknown,blue-collar,no
no,63,unknown,services,no
no,94,unknown,services,no
no,577,unknown,management,no
no,36,unknown,retired,no
no,251,failure,management,no
no,523,unknown,management,no
no,182,unknown,housemaid,no
no,793,unknown,technician,no
yes,160,unknown,services,no
no,496,unknown,student,no
no,57,unknown,blue-collar,no
no,73,unknown,technician,no
no,90,unknown,technician,no
no,55,other,retired,no
no,131,unknown,technician,no
no,36,unknown,management,no
yes,314,unknown,retired,no
yes,77,unknown,admin.,no
no,213,unknown,unemployed,no
no,17,unknown,technician,no
no,177,unknown,technician,no
no,88,unknown,management,no
no,36,unknown,self-employed,no
no,542,failure,management,no
no,155,unknown,unemployed,no
no,80,unknown,blue-collar,no
yes,253,unknown,technician,no
no,1296,unknown,admin.,no
no,42,other,student,no
no,178,failure,entrepreneur,no
no,195,failure,unemployed,no
no,82,unknown,technician,no
no,169,unknown,admin.,no
no,51,failure,admin.,no
no,42,unknown,blue-collar,no
no,333,failure,management,no
yes,122,failure,blue-collar,no
no,456,unknown,blue-collar,no
no,200,unknown,admin.,no
no,204,unknown,management,no
no,104,unknown,management,no
no,446,unknown,entrepreneur,no
yes,186,unknown,technician,no
no,13,other,technician,no
no,240,failure,management,no
no,180,unknown,blue-collar,no
no,298,unknown,technician,no
no,131,failure,technician,no
yes,114,unknown,technician,no
no,140,unknown,services,no
no,106,failure,management,no
yes,860,unknown,technician,no
no,51,unknown,technician,no
no,194,unknown,blue-collar,no
no,201,unknown,housemaid,no
no,237,unknown,admin.,no
no,114,failure,admin.,no
no,200,unknown,management,no
no,129,unknown,entrepreneur,no
no,250,failure,retired,no
no,28,unknown,student,no
no,210,failure,student,no
yes,89,failure,management,no
no,591,unknown,entrepreneur,no
no,141,unknown,retired,no
no,383,other,blue-collar,no
no,318,unknown,technician,no
no,166,unknown,blue-collar,no
no,40,unknown,management,no
no,89,unknown,blue-collar,no
no,172,failure,blue-collar,no
no,182,unknown,services,no
no,73,unknown,management,no
no,213,unknown,entrepreneur,no
no,182,unknown,technician,no
no,521,unknown,blue-collar,no
yes,125,unknown,management,no
no,18,unknown,blue-collar,no
no,212,unknown,blue-collar,no
no,80,unknown,management,no
no,147,failure,management,no
no,245,unknown,blue-collar,no
no,189,unknown,technician,no
no,41,unknown,services,no
no,200,unknown,blue-collar,no
no,71,unknown,management,no
no,135,unknown,blue-collar,no
no,189,unknown,admin.,no
no,383,unknown,technician,no
no,92,unknown,blue-collar,no
no,184,unknown,blue-collar,no
no,92,unknown,management,no
no,212,unknown,retired,no
no,116,failure,services,no
no,214,unknown,management,no
no,535,unknown,blue-collar,no
yes,240,unknown,housemaid,no
no,105,unknown,management,no
yes,248,failure,blue-collar,no
no,243,unknown,management,no
no,73,unknown,management,no
yes,37,failure,technician,no
no,249,failure,management,no
no,408,unknown,services,no
no,85,other,blue-collar,no
no,197,unknown,technician,no
